userName,score,content
h muna,5,"Saya sempat daftar vip tp saya lupa isi pulsa sampai kadaluarsa waktunya. Saya mau daftar lagi tapi g bisa, harus pake acount bank, sekarang mau daftar lgi malah eror. Pdahal ada drama yg bagus bnget blom selesai d tonton hrus vip dulu.. Tolong dong bantu gmn caranya biar bisa vip lgi"
Abdoel Azish,1,"Susah banget alur berlanggannya, giliran suruh bayar minta cepat, sudah dibayar susah bgt masuk vip nya, aplikasi not recomended, temen2 hati2 mending cari aplikasi yg lain, admin nya juga gk fast respon, pokok nya rugi bgt berlanggan disini, nyesel saya lgsung tranfer"
Syah,2,Wetv sekarang ga seru bngt vip semua apa yg mau di tonton kalau vip semua
Nela Nela,4,bguss
Diemas Dwi Ardiansyah (Dimas),5,usul agar film eps agar dapat diunduh
Travel Aguss,5,Film nya tambahin lg min byar seru.dan tambah maju peminat nya
Beta Kurnia,2,Sebelumnya mau tanya ini bisa untuk nonton anime ga si
Anggun Anggun,3,masih bagus masih banyak yg gratis masih lebih mudah dr yg lain
Septy Dwi,2,tolong aplikasinya di perbagus karena masih banyak bug nya kayak nge freeze DLL.
Herlia Jait,1,Apk nya gk bermutu gk bisa di gunakan 😒
Ririn azkayla,1,"Kenapa gagal terus daftar vip sih kesel banget, udah lewat pulsa bela bela in isi pulsa tetep aja gagal, udah lewat debit tetep gak bisa MAUNYA APA WOYYYYY"
Kelvin Kravitz,1,Udah VVIP tapi subtitle munculnya nunggu 1 hari dulu parah klau belum siap tayang gausah ditayangin dulu nunggu subtitelnya
Linda Amelina,1,"WeTV gak asik ah, hampiri semua film VIP. Gak kayak dulu bisa nonton gratis cuman modal kuota"
Kemas Ahmad Kurniawan,4,Bagaimana cara login dengan akun my republik
Khoi Riyah,5,Good
Ezaa Oktavia,3,"Ah parah ni apk udh ngak kek dlu jarang sekali update episode² terbaru, untuk di list anime"
Dicky Zulkarnain,5,sangat puas
lasmika mahdalena,2,Sumpah lahhh paket bnyak jaringan 4g sinyal kuat tp leletnya ampun banget .. ada yg salah ini kayaknya sama apk ny . Bikin emosi 😖😖😖😖
Sindii Rahmawatie,5,Bagusssss
Tuan B,5,Saya kasih bintang 5 karena donghua pada seru tolong tambahin film donghua yang baru
Zhalsin Jx,3,Bagus
amper niusgulo,1,"App bodoh,udah di bayar vip sampai 2 kali,malah ga bisah noton vip,padahal sebelumnya lancar lancar aja......"
Cici Lisnawati,1,pdhl baru bayar vip tapi masih aja gabisa nnton aneh bnget deh
bojes 12345,1,"Jancook, asu"
Kusmi Aty,5,"Ketika saya menonton pasti selalu keluar dari apk dan membuat saya kesal, jadi saya uninstall dan mencoba mendownload nya lagi, saya berharap kejadian itu tdk terulang kembali 😁"
Septya Raffa,5,keren
Suci Ramadhani,5,Good
LIONEL APRI WANGGA,5,pengganti TV
Reza Reza,2,Bagus sih tpi selalu login padahal paket gw banyak tapi kenapa masih ngeleg dan iklan nya itu ke situ bru aja iklan udah iklan lagi jdi gw kasih bintang 2 aja dlu
Iqbal,1,"Mohon VIP tidak ada iklan di dalam aplikasi, ini mengganggu. Please VIP there are no ads in the app, it's annoying."
Iqbal,2,"Sudah VIP 1 tahun, tapi iklan tetap ada di aplikasi"
Seira J. Loyard,3,Ok
Rista Dwiyanti,3,"Berikan film terbaru korea,,thailand dll."
Rahma Wati,3,Ka aplikasi ini bisa untuk download file India ngak ka ???🥺🤔🤔
Liana eldora,1,Keren iklanya lebih banyak dari yt
Hanifa Saja,1,Saya waktu mau nonton gk bisa malah keluar terus saya masuk lagi tetep gk bisa giliran udah bisa mau nonton kembali lagi😡
Widya Raini,5,makasih apk nya bagus banget saya udah vi dan gak pernah ada iklan lagi karna dulu saya pertama download itu blm viv dan diajari ama temen dan sya bisa nonton sepuasnya di we tv mksihh apknya we tv..
yandi ramadhan,1,"Kalo bisa ga harus banyak iklan juga lah ganggu orang lagi seru nonton aja,mending iklan nya satu kali eh ini sering iklan jadi ga mood"
Endang suyati84,4,Maysn
kamilah Shafa,5,좋지만 불완전
Ena Yasti,5,Mntul
Baiq ruri juliantini,1,Padahal jaringan bagus tapi kenapa gabisa di download 'tidak ada jaringan' padahal wifi lancar!!
Smiling ling,2,Wetv sekarang kalau nonton suka macet-macet sendiri jadi tidak bisa menikmati. Mohon untuk diperbaiki.
Arief Riadi Widodo,1,"Aplikasi apaan coba udh login malah logout teruss mau login lagi malah di suruh nunggu, udh vip jadi keganggu nonton dih"
Padepokan MOS Official,1,Aplikasi yang sangat2 membuat saya esmoni
ALEXANDER PUTRA,5,Suka bet sumpah bisa nonton Drakor Lee Jong-suk
Syarman St,4,bagaimana cara tuk berhenti berlangganan yah..? soalnya pada aplikasi play store sudah tidak ada di menu langganan aplikasi tapi di notifikasi terbayar terus... mohon di respon untuk kenyamanan kami.. 🙏🙏
Intan Sri aulia,2,"Lama bgt ngeupload nya padahal sinyal bagus, dan pembayarannya 2×"
maizar riska,5,"Sempat bingung buat login karena lupa akun, soalnya akun we tv sama akun google pay buat bayar vip beda, udah bolak balik ganti akun ga nemu akun vip, hub. Admin wetv di IG fast respon, akhirnya bisa login lagi akun vip nya. Yey. Makasih admin we tv super duper fast respon ❤️"
Devin Oxlaide,1,bad
LUXzz Jk123,4,"Ini udh bagus sihhhh... Tapi tolong donk diperbanyak filmnya, masa aku mau cari judul film gk ada, padahal udh lama tamat, cuma penasaran pengen nonton liat di tiktok kyknya seru pas di carii eeehh, gak ada dia WeTv, kirain lengkap😫😫... Tolong donk di perbanyak filmnya... 🙂🙂"
Fahim Mfm,1,Ga bisa berlangganan
Nur Aisya w,5,Bagus kok semngat yhh🙌🙌
Varun Dhaichan,5,Best aplikasi
Samsol Efendi,1,Harus gabung VIP dulu
Alie Gastor,1,Masih memakai VIP gak kayak aplikasi yg lain
Ela Widia,3,Apknya banyak iklan
Doni D limma,1,"Komentar sangat mengganggu,hanya bisa diperkecil dan disamarkan. Bagaimana cara menghilangkan komentar yg berjalan di layar saat menonton film???"
Nurlela Rusdi,5,Baguss
Siti Khodijah,5,Oke bgt...ad Drakor Winter Sonata
Vivi Fadilah,5,"Untuk nonton donghua sekarang wetv makin gercep, dulu telat beberapa episode dari situs lain tapi sekarang ontime sama subtitlenya juga udah makin cepet updatenya kecuali one hundred thousand years qi refinning masih telat 2 episode🥲. Btw cara ngasih rating di serial video gimana ya ?"
wilva lili purnani,1,Knp gk bisa memakai metode pembayaran melalui XL/AXIS padahal saya udah beli pulsa 50 RB
Sahri Mad,5,Apknya bagusssss
Wandy Wans,1,Burik
Rina Wati,2,"Ku bela""in beli paket vip, tapi pas nonton gk ada sub indonya, bikin batre hp cepet abis hp panas nah pas di pindah ke tv ngapa jdi slow motion jadi lemot pd hal wifi lancar. Cukup sekali ini beli vip gk mau beli lg"
Linda Purnamasari,1,"kenapa gambarnya gk jernih ya,gambarnya buram"
Felita Aenun,1,"CARA BERHENTIKAN LANGGANAN VIP GIMANA?CAPE NIH DI TARIK MULU UANG SHOPPEPAY NYA,BTW W MAKE FB MASUK NYA, GIMANA DONGG TOLONGG?"
Amnah Nasution,5,Mantap
Elsa Nur fadilah,5,Guudd
wawan sopan,1,filmnyaa ga lengkaaaaaaaaaap
Vicky aldiano Aldiano,4,Ini menarik sihh tapi masih ada iklannya
Lewis Pnr,1,Mohon maaf nih kak saya kasi bintang satu..... Kan saya udah daftar Vit untuk satu bulannya pas mau nonton kok di suruh daftar VIP lagi... Nah aku coba nih daftarin lagi muncul keterangan di situ kak udah anggota Vit gimana sihh.... Udah di bayar kok gak premium2 gak iklas bgt aku
Visa Azzahra,1,"setelah di update apk nya eror, tiba-tiba keluar sendiri"
Dina cintya Dina,2,Bgi sya tdk emak karna bahasa yan kok chìna ngk indonesi
Via Midayani,5,Buat nonton drama bagus sihhh suka banget aku sama wetv makasih wetv udah bayangin banyak film buat akuu daddah
irsan mcg,5,sangat membantu sy
Widya Alawiyah,1,Tiba² saldo danaku terpotong otomatis sekalinya di cek dari wetv padahal sudah berhenti langganan tapi kenapa masih aja terpotong otomatis jadi merasa di rugikan
Game Boys,5,Aplikasi nya bagus berbagai serial yang tidak ada di tv pun ada salut sama pembuat nya terimakasih telah cape2 membuat aplikasi ini demi menghibur kami walaupun saya tidak vip tapi saya tetap senang mentonton nya walapun ada beberapa kendala kecil terimakasih wetv👍
Uswatun Hasanah,5,Ok
Faizcha Rhaidhira (Achaa),3,Subtitel bahasa indonesianya kok gak ada?
Mega Arganta,2,"Kenapa di aku gak bisa mau vip, padalan jaringan bagus. Tapi kok muter ajaa"
Lutfi Awalu Sururiyah,5,Wowwww
Annisa Aurelia,5,Walaupun banyak iklan nya tapi gpp ❤️
Marsuni Se'na,4,"Mau tanya, kan dari hp video gak bisa dilempar/cast ke tv, apakah jika berlangganan vip, bisa dicast ke tv kalau TVnya mendukung."
Afifah Rayesh,5,Seneng bgt nonton di wetv 😍😍😆 CS nya super duper gercep ... di chat tengah malem karena aku punya masalah VIP aja langsung dibantu sat set😭🫶🏻 sukses trs dehhhhhh wetv indo😘
Arlin Febri Yanti,3,sangat bgus
septiani wahyuning,1,tidak ada subtitle indonesia
Angela marsiana Siki,3,udah byar vip ko msih ada iklan.
naura Arista,1,"Udah cukup 1 aja karna termasuk penipuan , tadinya bukan vip setelah di tonton beberapa episode jadi berubah vip kan aneh ..seolah olah kayak memaksa berlangganan udah berapa kali nonton terjadi sperti ini bukan sekali aja,masih banyak kok apk yg lain lebih layak jujur apa adanya.ma,af kecewa uninstall aja"
Gui Li (Tuan muda Gu),2,"Tolong perbaiki lgi soal iklannya..masa skip dikit iklan,, kapan nontonnya? Kuota abis ga jelas...(termasuk yg VIP)."
Ajam Ajam,5,Bagusssssse
Radot ista,1,𝑲𝒌 𝒌𝒏𝒑 𝒕𝒊𝒅𝒂𝒌 𝒃𝒊𝒔𝒂 𝒅𝒊 𝒊𝒏𝒔𝒕𝒂𝒍
Natasya Juliani Simbolon,5,Good jobb👌🏼
Adilla Risnawati,2,"Karena katanya kalau baru masuk gratis, tapi kok VIP,gmn ini tolong ditingkatkan lagi"
Avo Trifena,5,"Saya mau berhenti berlangganan, sudah membaca caranya tetapi tidak menemukan cara yang sesuai dengan yang diberitahukan ( tidak ada titik 3 di sebelah kiri atas Google Play), bagaimana?"
Ibn Cl,1,Saya belum bisa memberikan bintang 5
MARDIYAH PUSPITAWATI,3,Kok abis update sub Indonesia gak ad ya?....
Citra Magdalena,1,Apl anj !!!!!!!!!!! Ga rekomen samsek
Berta Mpa,1,Baguss cmn lebih di perbaiki lemottttttttttttt bangettttt asliiii
Jessen Henry,3,Tolong perbaiki lagi... Jaringan gua bagus tapi mau buka filmnya sering leg... Padahal 4G dihp gua bagus skali
Tomi Pratama,3,Iklan parah setiap 1 video iklan nak 1 sampe 2 menit pantes aplikasi dk sampe 1 juta .. Pikirkan kekurangan min cuan boleh tpi kalau kualitas aplikasi mah sm bae
Suyet abibi,5,"Pas lah buat nonton drama Asia ,dari dulu selalu pake aplikasi ini untuk nonton drama Asia ,maupun drama lokal ,untuk iklan masih sewajar nya,"
Meivira Chairani,5,Banyak dan sangat lengkap pilihan drama china
Haris Munandar97,5,Saya suka
Izza Asyifatul aulia zahra,4,Bagus banget
Iza Galaxy,4,"Sya pernah mencoba apk ini, Dan apk ini bagus bagus saja, Tpi tolong lebih di tingkatkan lagi Agar yg mendownload apk ini tdk banyak omong lgi😁😆 Sya blm menilai sampai ke 5 bintang krna sya masih ingin melihat vitur vitur yg ada. 😄"
Yutiara _,5,Ok
Da Han,1,No free
Graha Brett,1,"njirr VIP no iklan tapi tetap aja tuhh,,wahh maaf gk jelas nih aplikasinya ,,sekali lagi maaf gw hapus nih apl...klo gw bayar utk VIP,,yaa itung2 sedekah lah ma luu yg punya apl,,,🙏"
kelvinn,5,"Bagus"" Gimana gtu"
Debora Sutriani,4,"Kenapa saya melakukan pembayaran untuk berlangganan Vip via pulsa Telkomsel kok tdk bisa ta kak,katanya pulsa sy tdk mncukupi padahal pulsanya lebih dri harga berlangganan nya"
sugi anto,2,"Suka keluar"" terus pas lagi nonton bagusan bstation"
Anggi abriko,4,Bagaimana cara mengatur ukuran font subtitle? Soalnya ukuran normalnya kebesaran menurut saya
Unggul Adhiprasetyo,5,Saya download cuma mau liat bu tejo🙏
Rahma Rahma,1,Kenapa tidak bisa du dowlod
Putri aulia Rahmadanti,4,Suka tekeluar sendiri
Karsom 11,5,bitang lima
Agit Arianto,3,Kenapa saya tidak bisa melakukan pembayaran
Andika Ahmad,2,UG vx di.5
Ariny Valeria,1,mendadak error' tidak bisa install ulang
iwan riadi,1,"apa-apaan ini weTV dulunya baik tapi setelah update aplikasi tidak bisa menonton offline lagi, aplikasi selalu memantau harus selalu menggunakan jaringan, lalu apa guna kita mendownload filmnya kalaw tidak bisa dilihat offline, dan lagi kalian hanya mengutamakan fitur untuk hal lain saja tapi tidak memperhatikan aplikasi kalian bisa error begitu.."
Gadis Pratiwi,5,Super super komplit... Tp di tambah lagi ya biyar tmabah sipp
Rafi Arkan,2,Banyak iklanya dri pda filmnya'kebanyaan vip nya mau nonto aj payah x hrus dri vip' gatellllll
Muhamad Roviq,3,"Terlalu banyak dan lama iklanya Ada promo vip 19.000 tetapi setelah di klik jadi 40.000, sungguh penipuan"
Riksa Anfusika,1,Udah berhenti belangganan tetap aja uang shopeepay ku di potong tiap bulan 😡
mr boy,1,knp hrs byr kl mw nonton klo kya gni g bklan laku in aplikasi
Uke laksana Juliari,1,"min, saya mau berheti berlangganan kok gabisa bisa? pulsa saya kepotong terus buat berlangganan jadinyaa, tolong dong min saya mai berhenti berlangganan !"
PENPEN Gaming,1,pengoptimalan aplikasi sangat sangat buruk
Esa Surya,5,Ok
Abdurrahman,1,Aplikasi aneh
Izzul Ifadahh,5,Sangat bagusssssss
M Dorry,4,"Makin kesini makin ga jelas, sering ngeclose ngefreze sendiri padahal udh di mode lock juga"
Ibnu Ferdiyanto,5,Wihh mantap nih minn😍😍
Yohanes Whasinton,1,Permisi mau tanya anime dengan judul. core sense Blm rilis di wetv kah tolong buat kan dong animenya Tapi jangan VIP ya karena tetap ada iklannya Tolong kk/ABG Kalo GK dijawab
Putra Rahman,2,"Setelah di update knp malah ngelag"" Padahal sinyal bagus buat youtube jga lancar cuma pas pake apk ini mlh macet"" Gak jelas padahal udah VIP tolong lah min"
Ridwan Manoso,5,Saya suka dengan aplikasi ini
Anak Gaming,1,Untuk Wetv..tolong notifikasi yang ga penting jgn di tampilkan dilayar saat nonton...saya udah bayar VIP 1tahun untuk menghindari iklan kenapa Masi di kasi iklan yg ga penting di layar saat saya nonton...apa si guna ny bayar VIP klo Masi ada iklan ny..
ncynta 0198,1,bagus banget
Arif Setiawan,1,"Mau bayar aja ribet, gagal2 terus, pake shope pay gopay dll"
Syakira Fi amalia,5,Suka banget sama isi isi flm yang ada didalam apk ini
Arul Belanda,5,𝑴𝒂𝒏𝒕𝒂𝒑 𝒍𝒂𝒏𝒋𝒖𝒕𝒊𝒏
aisyah ananda,5,Yg ingin nntn ini plss
Inhovherez Whijaya,5,Bagus banget si aplikasinya
Anjar Anugrah,1,"Parah di update sdah di uninstal dan kembali di install ulang sdah tapi knp mau top up ke VIP jah malah gak bisa"" sumpah nh apk gak kaya dulu top up ke VIP dulu masih lancar jaya tapi skrg malah tambah hancur gak bisa mau top up VIP jah stengah mmpus gak mau kebuka gmna mau top up kalo kaya gini parah bnget sumpah nyesel gw download ulang nh Apk Wetv nya kalo hasilnya kaya gini kalo dah bisa baru bintang nya gw kasih full kalo gak bisa cuma bisa gw kasih satu bintang jah"
Zulfi Yardi,1,"Aplikasi kagak di pake 4 bulan, tau2 ada penarikan dari shopee pay tanpa ada notifikasi, udah 4 bulan ini bayar tanpa ada pengetahuan"
Sopiyah Sopiyahahmad,5,Suka
Harapan Jaya,1,Mohon maaf sebelumnya kak saya kasih 1 bintang.saya sudah vip sejak lama.namun sejak bulan maret ketika menonton di tv android aplikasi jadi lelet banget.tidak ada sub indo.untuk mendapatkan sub indo saya harus keluar masuk aplikasi sampai beberapa x hingga ada sub indo. Jadi apakah ada cara penyelesaian masalah ini kak?
Giantoro kosasih,5,Nonton lancar Tanpanbuffring
alex sudirman,1,Kenapa tdk semua film jd vip jd semua org bisa jd number vip.
Zaneta Mom104,2,Masih ada VIP
Syaibah Putrilestari,5,"Suka sih,suka bngt ril no fek fek"
Cute Nizza,3,Subtitlenya bisa ubah warnanya donk kadang tdk kelihatan
Nadja Azzura suwarno,3,gk enak lemot banyak iklan
Mukhlis Nugroho,1,vip nonton iklan😁👌
Waryati Yati,2,"Waktu itu pernah punya aplikasi wetv tapi aku hapus, sekarng download lagi kok GK bisa ya . Pas down loadnya lancar tapi pas install nya GK bisa, kenapa ya??"
Afiza Anindya,5,Gooiid banget
M. Zulfan Afandi,5,Ok
Ahmad Zaki,5,Mantap
Dita Sadewo,1,"Udah langganan VIP, sinyal bagus tapi kualitasnya jelek. Sering terjadi bug saat pemutaran filmnya."
Nurkholimah Faridhotun,5,keren
Renita Diana Rohimi,2,Saya baru aja berlangganan sudah saya bayar tpi knp malah keluar sendiri dari akun saya dan gak bisa masuk lagi saya mau masuk dan lupa kata sandi tunggu kode verifikasi indak di bagi2 knp ini buat saya susah dan rugi..saya mau minta solusinya aja dari wtv
Devi Yani,5,👍👍👍
Lesly S (Lesly),5,Bagus
Putri Ananda,5,Good
Ronie Haye,5,Apl terbaik
Ihwan Nh,1,"baru ge d download, nyoba nonton buset iklannya kagak nahan.."
alifa cahayani,1,"gajelas, byk iklan, smua' vip"
Salmanbestu Bestu,5,Mantap
Wyn Lastri,4,"Udh VIP tapi iklan masih muncul, kdng klik pause dll gk bisa, bru klik 2x bru bisa. Ganti resolusi 1080p malah kdng ngandet-ngandet nntonnya, trus muncul notif ganti ke 480p, ntuk ap udh VIP tapi gk bisa nikmatin resolusi 1080p? Ayo dong tingkatkan lagi, pdhl drama2 nya bagus2 di wetv..."
Yuyun Yuliani,5,Bagus
yuliana Yandani,1,Gimna cra berhenti langgann..gk bsa2..pdahl udh uninstall wetv nya..ttp di potong tiap bulannya...gmna cra nyaa
Seus Jhon,5,Bagus appnya
Pathiyah pathiyah,2,Say tidak bisa membeli VIP kembali metode pembayaran di tolak semua😩😩
Adinda “Aim” Muthmainnah,2,"Dulu sebelum di update bisa bayar VIP pkai pulsa, lah skrng kok kgk bisa??? Ini Sy bayar bkn gratisan Mulu, Sy juga mau berlangganan loh"
Isti Fita,5,bagaimana cara mengaktifkan langganan vip wetv setelah berhenti berlangganan?
agus salim,5,Good
kisman Park,2,cma bisa kasih gini saja sih karena beberapa film anime dan donghua tiap rilis episode pasti subtitle Indonesia nya lama sekali baru upload
Dinj Aisyah,3,Tolong di bantu
Arhyl Adja,1,Aplikasi gila.. nyesal saya download
haznia diman,5,Sangat suka kr di we TV langsung dgn translet bahasa indonesianya
CallMeAmei,1,Weyy makin gila aja iklan ni apk. Udh 3 iklan sekarang 4 iklan di tambah 3 iklan lagi . Emosi gua lama lama nontonnya!!!
eugenia_ Louise,2,"coba download, kira kira ad tale of the nine tailed ga ya?"
annas abdullah,5,Mantap buat nemenin puasa
Berril Walidaini,1,sumpah jijik x aku. iklan nya 1 episode 5 gila gk tuh
Asriani Hamidah,2,Aplikasi nya bagus tapi banyak iklan nya
Sl Miya,4,Tambahkan lagi anime donghuanya yg ful lengkap
Siah Tarsiyah,2,Gimana untuk daftar VIP
Verolin Takarias,3,Bagus 👍
Jaman Nuryaman (NURYAMAN),5,Very good
Padli 036-15,1,Kenapa tampilan pas awal masuk dan menonto sub title bahasa China di sentimga bahasa indo kok kenapa cuman ada beberapa di terjemahkan dan sisanya berbahasa China tolong di perbaiki atau ada saran
Trivena Kasenda,2,terlalu banyak iklan
IkeLaila channel,5,Kak boleh gak film nya itu di post ulang ditiktok atau disosmed gituu??
Yoon Hyesong,2,Saya langganan vip tapi kenapa suka loading gjls muter lambat gitu gambarnya
Ta Lita,2,"Sy nonton asmara laksana galaksi sudah sampai 24 episode, tapi tiba tiba vip semua. Kok bisa gitu ya.. padahal awalnya gak vip"
Dewi Fatimah,1,Ngeselin padahal lagi seru2 nya nnton tapi tiba2 kluar dan hrus ngulang lagi
Monica Rasidi,2,Udah hampir setahun langganan malah wetv bikin kesal .LG asik nonton aplikasi nya lgs nutup sendiri 😡
Mahadir Mahmud,1,Boruto hanya 246 eps dan dibilang tamat. Wkwkkw lucu banget wetv pdhal episodenya msih berlanjut. Bagi kalian yang pecinta Anime mending download Bstation aja. Wetv jg teralalu bnyk iklan. Bstation tidak.
veronika r,1,"paling gak suka sama timing muncul subtitelnya pas ada iringan lagunya,malah yang muncul sub lirik lagunya,percakapannya byk ga muncul,ganggu,plis lah kalo ada lagu sub percakapannya ditaro atas liriknya kek pa gimana tolong ya trims"
Amat Ja,1,Ko VIP nya gak aktif padal udh bayar loh tapi masih aja gak aktif VIP nya
Ummi Ida Royani,5,Keren
calista Dewi lanjar,5,Bagus bangett!!!
Dewi Ayu,2,"sekarang yg free hanya drama trailer sekitar 10-15 menitan, semuanya masuk vip...bahkan yg rating minimum juga vip, gk acik lagi..."
Pasha Kemal,3,"Buat we tv,tolong diperbaiki lagi dari segi subtitle, upload,dan espisodenya tolong jangan ada yg kurang (kemarin btth banyak eps yg kurang pas awalnya S 1-4 ) tp udah lumayan ini apk meskipun VIP"
